unified_id,entity_type,entity_type_name,entity_name
11132,10,Anatomy,vestibular aqueduct
11133,3,BP,positive regulation of signaling receptor activity
11134,3,BP,negative regulation of immune response
11135,3,BP,antigen processing and presentation of exogenous antigen
11136,4,Compound,Butoconazole
11137,8,CC,nuclear heterochromatin
11138,2,Gene,RBSN
11139,3,BP,tRNA methylation
11140,2,Gene,LOC101928881
11141,1,SideEffect,Ectopic ACTH syndrome
11142,2,Gene,FNIP2
11143,3,BP,marginal zone B cell differentiation
11144,2,Gene,KLHL20
11145,2,Gene,CFAP221
11146,2,Gene,GOLM2
11147,3,BP,regulation of membrane potential
11148,2,Gene,MIR4424
11149,5,MF,voltage-gated sodium channel activity involved in cardiac muscle cell action potential
11150,3,BP,regulation of bone mineralization
11151,8,CC,PCSK9-LDLR complex
11152,2,Gene,MIR4512
11153,2,Gene,ZNF804A
11154,5,MF,protein disulfide isomerase activity
11155,2,Gene,LOC105370906
11156,3,BP,positive regulation of transcription regulatory region DNA binding
11157,2,Gene,CDO1
11158,3,BP,regulation of hydrogen peroxide-induced cell death
11159,2,Gene,MRGPRX2
11160,1,SideEffect,Central line infection
11161,2,Gene,LINC02266
11162,2,Gene,MON1A
11163,1,SideEffect,Tardive dyskinesia
11164,7,Pathway,Neural Crest Differentiation
11165,6,PharmacologicClass,Decreased Platelet Aggregation
11166,3,BP,negative regulation of synaptic vesicle transport
11167,3,BP,dUTP metabolic process
11168,2,Gene,MIR186
11169,3,BP,axon target recognition
11170,2,Gene,CCL27
11171,3,BP,negative regulation of chronic inflammatory response
11172,5,MF,vasopressin receptor binding
11173,0,Symptom,Tonic Pupil
11174,7,Pathway,PI3K/AKT activation
11175,2,Gene,CCDC158
11176,2,Gene,LINC01492
11177,7,Pathway,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"
11178,5,MF,non-membrane spanning protein tyrosine kinase activity
11179,2,Gene,GDI2P1
11180,3,BP,B-1 B cell differentiation
11181,2,Gene,ANKUB1
11182,2,Gene,LOC101929315
11183,3,BP,fatty acid biosynthetic process
11184,4,Compound,Oxyphenonium
11185,2,Gene,LINC02548
11186,3,BP,negative regulation of carbohydrate metabolic process
11187,3,BP,cell volume homeostasis
11188,3,BP,L-methionine salvage
11189,3,BP,heat generation
11190,8,CC,sarcoplasmic reticulum lumen
11191,1,SideEffect,Oropharyngeal squamous cell carcinoma
11192,2,Gene,ZNF384
11193,2,Gene,LOC102724719
11194,3,BP,positive regulation of flagellated sperm motility
11195,3,BP,pyrimidine dimer repair by nucleotide-excision repair
11196,3,BP,neuromuscular synaptic transmission
11197,7,Pathway,NCAM signaling for neurite out-growth
11198,3,BP,extracellular matrix disassembly
11199,8,CC,SLIK (SAGA-like) complex
11200,1,SideEffect,Scleromalacia
11201,3,BP,serotonin secretion involved in inflammatory response
11202,3,BP,sensory perception
11203,7,Pathway,Calnexin/calreticulin cycle
11204,2,Gene,ZNF703
11205,1,SideEffect,Psychiatric evaluation abnormal
11206,2,Gene,HTR2A
11207,2,Gene,ABCA5
11208,2,Gene,ENTPD1
11209,8,CC,G protein-coupled receptor dimeric complex
11210,3,BP,protein polyubiquitination
11211,1,SideEffect,Sleep apnoea syndrome
11212,2,Gene,SNORD114-6
11213,2,Gene,PSTK
11214,1,SideEffect,Systolic hypertension
11215,3,BP,regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis
11216,3,BP,epithelial cell proliferation involved in liver morphogenesis
11217,2,Gene,FLRT1
11218,3,BP,positive regulation of histone H4 acetylation
11219,2,Gene,RAB3A
11220,2,Gene,LINC00402
11221,7,Pathway,Branched-chain amino acid catabolism
11222,2,Gene,CELF6
11223,5,MF,mannose-ethanolamine phosphotransferase activity
11224,5,MF,oligosaccharide binding
11225,2,Gene,GDF5
11226,1,SideEffect,Transaminitis
11227,8,CC,prominosome
11228,8,CC,RNA polymerase II transcription repressor complex
11229,5,MF,phosphorylase activity
11230,3,BP,negative regulation of inflammatory response to antigenic stimulus
11231,5,MF,ribosome binding
11232,3,BP,regulation of glycolytic process
11233,3,BP,RNA 5'-end processing
11234,2,Gene,THSD4-AS1
11235,2,Gene,COA1
11236,3,BP,regulation of mitotic metaphase/anaphase transition
11237,5,MF,[heparan sulfate]-glucosamine N-sulfotransferase activity
11238,10,Anatomy,popliteal artery
11239,3,BP,negative regulation of mitotic cell cycle
11240,1,SideEffect,Epithelial cells urine
11241,2,Gene,UGT2B17
11242,3,BP,response to transition metal nanoparticle
11243,4,Compound,Tocainide
11244,2,Gene,FAM83A
11245,8,CC,U12-type spliceosomal complex
11246,2,Gene,CLCA3P
11247,1,SideEffect,Gastrointestinal candidiasis
11248,5,MF,nucleotidyltransferase activity
11249,3,BP,response to fructose
11250,3,BP,negative regulation of glial cell apoptotic process
11251,1,SideEffect,Joint range of motion decreased
11252,2,Gene,SMIM10L2B
11253,2,Gene,MIR193B
11254,5,MF,calcitonin family receptor activity
11255,3,BP,amyloid-beta clearance by cellular catabolic process
11256,3,BP,oocyte development
11257,3,BP,regulation of mitotic cytokinetic process
11258,2,Gene,SNORA70C
11259,5,MF,RNA polymerase II transcription cofactor binding
11260,4,Compound,Isoconazole
11261,3,BP,protein insertion into ER membrane
11262,2,Gene,CAB39L
11263,3,BP,regulation of sodium ion transport
11264,3,BP,sarcosine metabolic process
11265,3,BP,positive regulation of establishment of protein localization to telomere
11266,2,Gene,THTPA
11267,2,Gene,SIX1
11268,3,BP,epithelial to mesenchymal transition involved in endocardial cushion formation
11269,1,SideEffect,Blood count abnormal
11270,3,BP,brain development
11271,3,BP,Tie signaling pathway
11272,2,Gene,GUF1
11273,2,Gene,ZNF211
11274,3,BP,regulation of glycine import across plasma membrane
11275,1,SideEffect,Myasthenia
11276,4,Compound,Taurine
11277,3,BP,putrescine metabolic process
11278,1,SideEffect,Faeces discoloured
11279,7,Pathway,Repression of WNT target genes
11280,8,CC,9+2 non-motile cilium
11281,3,BP,primary miRNA processing
11282,3,BP,positive regulation of neurotransmitter transport
11283,3,BP,postsynaptic endocytosis
11284,2,Gene,WDR86-AS1
11285,3,BP,trans-synaptic signaling by lipid
11286,3,BP,skeletal muscle fiber differentiation
11287,5,MF,estradiol 17-beta-dehydrogenase activity
11288,3,BP,bone marrow development
11289,8,CC,female germ cell nucleus
11290,5,MF,"UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity"
11291,2,Gene,TUBB2A
11292,2,Gene,MIR3691
11293,10,Anatomy,basal lamina of epithelium
11294,3,BP,response to sodium phosphate
11295,2,Gene,MIR1285-1
11296,3,BP,metanephric tubule morphogenesis
11297,3,BP,thyroid hormone catabolic process
11298,3,BP,DNA recombination
11299,3,BP,response to host immune response
11300,1,SideEffect,Spermatozoa abnormal
11301,7,Pathway,Orc1 removal from chromatin
11302,2,Gene,TREX1
11303,2,Gene,SNORA72
11304,7,Pathway,SHP2 signaling
11305,2,Gene,IER3
11306,2,Gene,IGHV1-58
11307,3,BP,leukotriene metabolic process
11308,2,Gene,SGCZ
11309,1,SideEffect,Peritonitis
11310,1,SideEffect,Mucosal haemorrhage
11311,2,Gene,LOC101927358
11312,4,Compound,Talbutal
11313,3,BP,positive regulation of smooth muscle cell proliferation
11314,2,Gene,KLF9
11315,2,Gene,CPLX4
11316,2,Gene,C9orf16
11317,5,MF,aspartic-type endopeptidase inhibitor activity
11318,2,Gene,SCTR
11319,1,SideEffect,Injection site discomfort
11320,2,Gene,ZFYVE26
11321,2,Gene,LINC01820
11322,4,Compound,Ceftobiprole
11323,3,BP,regulation of ubiquitin-specific protease activity
11324,1,SideEffect,Muscular weakness
11325,3,BP,regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity
11326,3,BP,negative regulation of NAD metabolic process
11327,5,MF,K6-linked polyubiquitin modification-dependent protein binding
11328,3,BP,regulation of eosinophil activation
11329,7,Pathway,Dual hijack model of Vif in HIV infection
11330,5,MF,histone pre-mRNA DCP binding
11331,4,Compound,Mepivacaine
11332,1,SideEffect,Digoxin level increased
11333,1,SideEffect,Night cramps
11334,2,Gene,H6PD
11335,3,BP,multicellular organismal response to stress
11336,1,SideEffect,Duodenal ulcer perforation
11337,3,BP,negative regulation of protein acetylation
11338,1,SideEffect,Flat affect
11339,1,SideEffect,Eye allergy
11340,2,Gene,TSACC
11341,7,Pathway,Antigen processing: Ubiquitination & Proteasome degradation
11342,7,Pathway,Biosynthesis of protectins
11343,2,Gene,LINC00240
11344,3,BP,maintenance of protein localization in organelle
11345,7,Pathway,VEGF ligand-receptor interactions
11346,1,SideEffect,Ovarian neoplasm
11347,2,Gene,MIR320C1
11348,2,Gene,MIR1228
11349,1,SideEffect,Tonic clonic movements
11350,2,Gene,AK7
11351,3,BP,roof of mouth development
11352,2,Gene,TM2D2
11353,5,MF,thyroid hormone receptor coactivator activity
11354,8,CC,Golgi stack
11355,4,Compound,Chlorcyclizine
11356,2,Gene,LOC102724238
11357,4,Compound,Tolterodine
11358,2,Gene,THAP8
11359,3,BP,prolyl-tRNA aminoacylation
11360,2,Gene,MIR3978
11361,2,Gene,RAET1E
11362,3,BP,Arp2/3 complex-mediated actin nucleation
11363,3,BP,"regulation of retrograde vesicle-mediated transport, Golgi to ER"
11364,3,BP,tRNA-guanine transglycosylation
11365,2,Gene,LACTB
11366,4,Compound,Folic acid
11367,4,Compound,Succinic acid
11368,3,BP,myeloid leukocyte differentiation
11369,1,SideEffect,Pars planitis
11370,5,MF,choloyl-CoA hydrolase activity
11371,2,Gene,RYR1
11372,3,BP,epithelial cell differentiation involved in embryonic placenta development
11373,5,MF,histone demethylase activity
11374,1,SideEffect,Plasma cell myeloma
11375,2,Gene,KCNH3
11376,2,Gene,C6orf120
11377,2,Gene,RIMBP3
11378,1,SideEffect,Early menarche
11379,3,BP,indole-containing compound biosynthetic process
11380,2,Gene,STAM2
11381,3,BP,central nervous system myelination
11382,3,BP,"regulation of symbiosis, encompassing mutualism through parasitism"
11383,7,Pathway,Interferon type I signaling pathways
11384,2,Gene,LINC01477
11385,3,BP,smooth muscle cell proliferation
11386,2,Gene,PKP4-AS1
11387,3,BP,oxygen metabolic process
11388,2,Gene,CT47A5
11389,2,Gene,FHAD1-AS1
11390,3,BP,farnesol catabolic process
11391,1,SideEffect,Skin warm
11392,3,BP,positive regulation of animal organ morphogenesis
11393,2,Gene,MIA-RAB4B
11394,3,BP,oligosaccharide transport
11395,3,BP,response to cobalt ion
11396,2,Gene,RPS4Y2
11397,3,BP,exocytic process
11398,5,MF,microtubule lateral binding
11399,2,Gene,C15orf61
11400,3,BP,positive regulation of glycogen metabolic process
11401,3,BP,anatomical structure homeostasis
11402,2,Gene,NKX6-2
11403,2,Gene,LZTFL1
11404,8,CC,cytoplasmic ribonucleoprotein granule
11405,1,SideEffect,Frequent bowel movements
11406,2,Gene,RBP5
11407,7,Pathway,Rac1/Pak1/p38/MMP-2 pathway
11408,3,BP,negative regulation of amyloid precursor protein biosynthetic process
11409,7,Pathway,Breakdown of the nuclear lamina
11410,3,BP,cellular hyperosmotic salinity response
11411,10,Anatomy,geniculate ganglion
11412,2,Gene,AGPS
11413,1,SideEffect,Pain of lower extremities
11414,3,BP,regulation of systemic arterial blood pressure by endothelin
11415,2,Gene,MIR6817
11416,3,BP,triglyceride-rich lipoprotein particle remodeling
11417,2,Gene,SNORD115-1
11418,2,Gene,MIR4538
11419,3,BP,regulation of alpha-beta T cell proliferation
11420,5,MF,kynurenine aminotransferase activity
11421,7,Pathway,Nectin/Necl trans heterodimerization
11422,3,BP,regulation of transcription by glucose
11423,3,BP,regulation of DNA binding
11424,1,SideEffect,Hypotensive
11425,2,Gene,SCHLAP1
11426,2,Gene,APCS
11427,2,Gene,LINC02544
11428,1,SideEffect,Sinoatrial node dysfunction
11429,1,SideEffect,Mouth irritation
11430,2,Gene,MGA
11431,3,BP,cell surface pattern recognition receptor signaling pathway
11432,8,CC,Dbf4-dependent protein kinase complex
11433,5,MF,isopeptidase activity
11434,3,BP,regulation of steroid hormone secretion
11435,2,Gene,CAPZA3
11436,1,SideEffect,Vulvovaginal swelling
11437,3,BP,negative regulation of amine transport
11438,3,BP,regulation of ubiquitin protein ligase activity
11439,1,SideEffect,Seborrhoeic dermatitis
11440,3,BP,cortical actin cytoskeleton organization
11441,3,BP,regulation of female gonad development
11442,5,MF,temperature-gated ion channel activity
11443,3,BP,pantothenate metabolic process
11444,2,Gene,SLC6A10P
11445,7,Pathway,Formation of xylulose-5-phosphate
11446,3,BP,IRES-dependent translational initiation of linear mRNA
11447,6,PharmacologicClass,Organic Cation Transporter 1 Inhibitors
11448,2,Gene,IHH
11449,3,BP,positive regulation of ubiquitin protein ligase activity
11450,4,Compound,Econazole
11451,2,Gene,FAM170A
11452,3,BP,carnosine metabolic process
11453,5,MF,tachykinin receptor activity
11454,1,SideEffect,Other dermatoses
11455,2,Gene,MIR32
11456,7,Pathway,Retrograde transport at the Trans-Golgi-Network
11457,1,SideEffect,Prothrombin time ratio
11458,3,BP,hypoxanthine biosynthetic process
11459,4,Compound,Crisaborole
11460,2,Gene,SLC22A17
11461,3,BP,carnosine biosynthetic process
11462,10,Anatomy,blood
11463,2,Gene,CCL4L1
11464,3,BP,T-helper cell lineage commitment
11465,1,SideEffect,Acquired lipoatrophic diabetes
11466,7,Pathway,Rho GTPase cycle
11467,1,SideEffect,Scleral hyperaemia
11468,2,Gene,IGLV3-12
11469,3,BP,DNA deamination
11470,3,BP,regulation of microtubule plus-end binding
11471,3,BP,negative regulation of skeletal muscle tissue growth
11472,1,SideEffect,Anemic
11473,2,Gene,OR6Q1
11474,5,MF,galanin receptor activity
11475,3,BP,regulation of NIK/NF-kappaB signaling
11476,2,Gene,APOM
11477,2,Gene,MIR4500HG
11478,1,SideEffect,Drug tolerance decreased
11479,2,Gene,ZNF10
11480,3,BP,positive regulation of protein import into nucleus
11481,2,Gene,FRMD4B
11482,2,Gene,ANAPC1P4
11483,2,Gene,ZNF860
11484,2,Gene,SNORA16B
11485,7,Pathway,LGI-ADAM interactions
11486,3,BP,cartilage development involved in endochondral bone morphogenesis
11487,2,Gene,MRTFA
11488,2,Gene,IL36A
11489,4,Compound,Estrone
11490,1,SideEffect,Thyrotropin low
11491,2,Gene,BMP15
11492,7,Pathway,ErbB2/ErbB3 signaling events
11493,4,Compound,Clemastine
11494,3,BP,response to peptide hormone
11495,1,SideEffect,Peptic ulcer perforation
11496,2,Gene,PLAC8L1
11497,2,Gene,LOC101927666
11498,5,MF,ceramide 1-phosphate transporter activity
11499,7,Pathway,Acetylcholine regulates insulin secretion
11500,2,Gene,ID2
11501,3,BP,negative regulation of wound healing
11502,1,SideEffect,Heaviness in limbs
11503,3,BP,cellular response to prostaglandin D stimulus
11504,8,CC,RSF complex
11505,3,BP,radial glial cell differentiation
11506,7,Pathway,SLBP independent Processing of Histone Pre-mRNAs
11507,9,Disease,azoospermia
11508,1,SideEffect,Sepsis
11509,2,Gene,SPDYE1
11510,7,Pathway,EGFR interacts with phospholipase C-gamma
11511,2,Gene,MIRLET7F2
11512,3,BP,cellular alkene metabolic process
11513,2,Gene,FBXL13
11514,3,BP,vestibulocochlear nerve development
11515,2,Gene,TMPPE
11516,2,Gene,MIR3670-4
11517,3,BP,negative regulation of ubiquitin-specific protease activity
11518,3,BP,cellular amine metabolic process
11519,1,SideEffect,Persistent foetal circulation
11520,1,SideEffect,Carotid sinus syndrome
11521,1,SideEffect,Balanitis candida
11522,3,BP,cellular response to fatty acid
11523,2,Gene,ERVK-11
11524,1,SideEffect,Acute abdomen
11525,9,Disease,multiple sclerosis
11526,2,Gene,FUT4
11527,3,BP,epidermal growth factor receptor signaling pathway
11528,1,SideEffect,Hair discoloration
11529,2,Gene,WNT3
11530,5,MF,pantetheine hydrolase activity
11531,2,Gene,SMIM3
11532,3,BP,"positive regulation of gene expression, epigenetic"
11533,2,Gene,LINC02844
11534,3,BP,negative regulation of steroid biosynthetic process
11535,2,Gene,LOC284241
11536,8,CC,protein complex involved in cell adhesion
11537,3,BP,signal transduction in absence of ligand
11538,2,Gene,LOC107984875
11539,2,Gene,LOC105378933
11540,1,SideEffect,Adams-Stokes syndrome
11541,1,SideEffect,Salmonella sepsis
11542,2,Gene,TRAV26-1
11543,5,MF,bisphosphoglycerate phosphatase activity
11544,3,BP,programmed necrotic cell death
11545,5,MF,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
11546,3,BP,positive regulation of isotype switching
11547,0,Symptom,"Purpura, Schoenlein-Henoch"
11548,3,BP,pyrimidine nucleoside triphosphate metabolic process
11549,2,Gene,LOC101927551
11550,3,BP,sensory perception of mechanical stimulus
11551,2,Gene,STUM
11552,2,Gene,ZNF720
11553,2,Gene,MPC1
11554,1,SideEffect,Post procedural haemorrhage
11555,7,Pathway,IL1-mediated signaling events
11556,2,Gene,ISX
11557,2,Gene,HSPB1
11558,5,MF,cGMP-dependent protein kinase activity
11559,7,Pathway,Evolocumab Mechanism
11560,2,Gene,MSLNL
11561,5,MF,nicotinate-nucleotide adenylyltransferase activity
11562,3,BP,leukocyte migration involved in immune response
11563,2,Gene,MAP1A
11564,3,BP,positive regulation of cytoplasmic translational initiation
11565,3,BP,positive regulation of respiratory burst
11566,1,SideEffect,Food interaction
11567,3,BP,chromatin remodeling at centromere
11568,7,Pathway,PAR4-mediated thrombin signaling events
11569,3,BP,regulation of humoral immune response
11570,3,BP,response to follicle-stimulating hormone
11571,5,MF,ISG15 transferase activity
11572,2,Gene,HAGLR
11573,3,BP,peptidyl-threonine dephosphorylation
11574,3,BP,asymmetric neuroblast division
11575,3,BP,regulation of antigen processing and presentation of peptide antigen
11576,3,BP,chitin metabolic process
11577,4,Compound,Pentosan polysulfate
11578,2,Gene,RFPL4A
11579,3,BP,protein localization to vacuole
11580,2,Gene,SH2D1A
11581,5,MF,copper ion binding
11582,2,Gene,LINC01838
11583,3,BP,cell fate commitment
11584,3,BP,negative regulation of mononuclear cell migration
11585,3,BP,positive regulation of phospholipid translocation
11586,3,BP,lactose metabolic process
11587,3,BP,regulation of homophilic cell adhesion
11588,2,Gene,FAM136A
11589,3,BP,nucleobase-containing small molecule metabolic process
11590,3,BP,external encapsulating structure organization
11591,3,BP,positive regulation of muscle organ development
11592,5,MF,diphosphoinositol-pentakisphosphate kinase activity
11593,3,BP,pyridoxal phosphate biosynthetic process
11594,3,BP,late endosome to vacuole transport
11595,8,CC,dolichol-phosphate-mannose synthase complex
11596,3,BP,double-strand break repair via nonhomologous end joining
11597,5,MF,O-acetyl-ADP-ribose deacetylase activity
11598,2,Gene,LOC107984660
11599,3,BP,regulation of protein ADP-ribosylation
11600,4,Compound,Metamfetamine
11601,3,BP,cell cycle G2/M phase transition
11602,3,BP,myotome development
11603,2,Gene,TSC22D1
11604,3,BP,regulation of cytotoxic T cell differentiation
11605,4,Compound,Tipiracil
11606,1,SideEffect,Intertrigo
11607,7,Pathway,Mecp2 and Associated Rett Syndrome
11608,3,BP,regulation of macrophage migration inhibitory factor signaling pathway
11609,1,SideEffect,Paresthesia of scalp
11610,2,Gene,TMEM119
11611,3,BP,negative regulation of histone deacetylase activity
11612,7,Pathway,Calcitonin-like ligand receptors
11613,5,MF,4-hydroxyphenylpyruvate dioxygenase activity
11614,2,Gene,TRMT2B
11615,2,Gene,TLX2
11616,5,MF,dipeptidyl-peptidase activity
11617,3,BP,antimicrobial humoral immune response mediated by antimicrobial peptide
11618,2,Gene,RETREG2
11619,2,Gene,LOC101927858
11620,3,BP,positive regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation
11621,4,Compound,Alectinib
11622,4,Compound,Hydrochlorothiazide
11623,5,MF,tyrosine binding
11624,8,CC,spindle
11625,2,Gene,LINC02162
11626,1,SideEffect,Corneal staining
11627,8,CC,THO complex part of transcription export complex
11628,1,SideEffect,Sodium high
11629,5,MF,endothelial differentiation G protein-coupled receptor binding
11630,1,SideEffect,Feeling strange
11631,2,Gene,MIR6799
11632,2,Gene,VPS9D1
11633,1,SideEffect,Arthropathy
11634,3,BP,positive regulation of interleukin-10 secretion
11635,8,CC,signal recognition particle receptor complex
11636,10,Anatomy,adrenal medulla
11637,1,SideEffect,Glabellar reflex abnormal
11638,3,BP,negative regulation of intracellular signal transduction
11639,5,MF,cyclic nucleotide-gated ion channel activity
11640,3,BP,regulation of skeletal muscle fiber development
11641,6,PharmacologicClass,Esters
11642,6,PharmacologicClass,Microtubule Inhibition
11643,2,Gene,KRT9
11644,5,MF,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity
11645,1,SideEffect,Blood phosphorus increased
11646,0,Symptom,Apraxias
11647,2,Gene,CRYGA
11648,3,BP,negative regulation of collagen biosynthetic process
11649,3,BP,L-aspartate import across plasma membrane
11650,2,Gene,SLC39A10
11651,2,Gene,OVOS
11652,5,MF,neuromedin U binding
11653,3,BP,cardiac atrium morphogenesis
11654,2,Gene,LINC00239
11655,2,Gene,TXNDC12-AS1
11656,1,SideEffect,Tolerance development
11657,3,BP,negative thymic T cell selection
11658,7,Pathway,PKA-mediated phosphorylation of CREB
11659,2,Gene,GPAA1
11660,2,Gene,IGHV4-61
11661,5,MF,alpha-ketoglutarate transmembrane transporter activity
11662,5,MF,nitric-oxide synthase regulator activity
11663,2,Gene,LINC02188
11664,2,Gene,FAM47E-STBD1
11665,2,Gene,MIR4429
11666,5,MF,intracellular cGMP-activated cation channel activity
11667,5,MF,N-acylsphingosine amidohydrolase activity
11668,2,Gene,HIPK1-AS1
11669,5,MF,"alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity"
11670,3,BP,glycolipid catabolic process
11671,2,Gene,CGB2
11672,2,Gene,CDY1B
11673,1,SideEffect,Tooth discolouration
11674,2,Gene,OIP5-AS1
11675,3,BP,'de novo' cotranslational protein folding
11676,3,BP,modulation of catalytic activity in other organism involved in symbiotic interaction
11677,2,Gene,IL22
11678,2,Gene,ATP5F1E
11679,3,BP,hepatocyte apoptotic process
11680,1,SideEffect,Sarcoma uterus
11681,2,Gene,VHLL
11682,2,Gene,GID4
11683,2,Gene,SNORA63D
11684,3,BP,mitochondrial depolarization
11685,3,BP,establishment of protein localization to chromatin
11686,7,Pathway,EGFR downregulation
11687,2,Gene,TTTY23B
11688,4,Compound,Nintedanib
11689,3,BP,cellular pigmentation
11690,3,BP,protein glycosylation
11691,1,SideEffect,Brain injury
11692,3,BP,embryonic brain development
11693,1,SideEffect,Blood bilirubin increased
11694,2,Gene,CHST10
11695,3,BP,regulation of enamel mineralization
11696,2,Gene,PCDH15
11697,2,Gene,LINC00683
11698,5,MF,SH2 domain binding
11699,3,BP,trachea submucosa development
11700,2,Gene,CES4A
11701,2,Gene,ZNF816-ZNF321P
11702,1,SideEffect,Allergic exanthema
11703,2,Gene,CAPN14
11704,3,BP,regulation of interleukin-3 production
11705,2,Gene,SNORD115-27
11706,2,Gene,PPP1R11
11707,2,Gene,SNORD35B
11708,2,Gene,MAP10
11709,3,BP,intracellular transport of viral protein in host cell
11710,4,Compound,Deferiprone
11711,3,BP,negative regulation of immunoglobulin mediated immune response
11712,2,Gene,ANKRD26P3
11713,3,BP,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
11714,2,Gene,MIR3140
11715,1,SideEffect,Burning tongue
11716,3,BP,positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization
11717,3,BP,farnesyl diphosphate biosynthetic process
11718,3,BP,regulation of cell differentiation involved in phenotypic switching
11719,2,Gene,FAM47C
11720,3,BP,cellular response to zinc ion starvation
11721,2,Gene,EMILIN1
11722,2,Gene,LRRC3C
11723,3,BP,regulation of interferon-gamma biosynthetic process
11724,7,Pathway,mTOR signaling pathway
11725,2,Gene,LOC102724197
11726,7,Pathway,Activation of Na-permeable kainate receptors
11727,2,Gene,FBXO27
11728,2,Gene,LINC02611
11729,7,Pathway,CREB1 phosphorylation through the activation of Adenylate Cyclase
11730,2,Gene,TLR8
11731,5,MF,3-hydroxyacyl-CoA dehydrogenase activity
11732,3,BP,protein localization to microtubule
11733,4,Compound,Tylosin
11734,3,BP,negative regulation of JUN kinase activity
11735,7,Pathway,Resolution of AP sites via the single-nucleotide replacement pathway
11736,2,Gene,CASP10
11737,1,SideEffect,Hypoaesthesia oral
11738,2,Gene,PRLHR
11739,1,SideEffect,Genital swelling
11740,2,Gene,RHOH
11741,1,SideEffect,Circulatory depression
11742,2,Gene,TEX12
11743,8,CC,tubular endosome
11744,1,SideEffect,Nerve conduction studies abnormal
11745,7,Pathway,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
11746,7,Pathway,Codeine and Morphine Metabolism
11747,3,BP,doxorubicin metabolic process
11748,1,SideEffect,Diaphragmatic hernia
11749,3,BP,negative regulation of interferon-gamma production
11750,2,Gene,MIR580
11751,5,MF,arachidonic acid monooxygenase activity
11752,6,PharmacologicClass,Lipase Inhibitors
11753,3,BP,carbohydrate transmembrane transport
11754,3,BP,positive regulation of centrosome duplication
11755,2,Gene,LINC02294
11756,1,SideEffect,Tooth erosion
11757,1,SideEffect,Meibomianitis
11758,2,Gene,LINC00910
11759,5,MF,platelet-derived growth factor binding
11760,3,BP,histone H3-K4 methylation
11761,2,Gene,LOC105371022
11762,3,BP,positive regulation of cardiocyte differentiation
11763,3,BP,regulation of gene silencing by miRNA
11764,2,Gene,CLCN5
11765,3,BP,regulation of heat generation
11766,7,Pathway,Integrins in angiogenesis
11767,2,Gene,EPB41L4A-DT
11768,2,Gene,TRIQK
11769,2,Gene,LOC100506282
11770,1,SideEffect,Synovial cyst
11771,1,SideEffect,Respiratory failure
11772,3,BP,negative regulation of fat cell differentiation
11773,2,Gene,PPFIA2
11774,3,BP,regulation of protein localization to ciliary membrane
11775,1,SideEffect,Lumbar disc lesion
11776,3,BP,negative regulation of T-helper 1 cell differentiation
11777,3,BP,post-embryonic animal organ development
11778,3,BP,cellular response to cisplatin
11779,1,SideEffect,Bone disorder
11780,4,Compound,Hexafluronium
11781,3,BP,positive regulation of chemokine (C-X-C motif) ligand 1 production
11782,2,Gene,HSPC324
11783,5,MF,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential
11784,2,Gene,IGKV3D-11
11785,2,Gene,TRIM61
11786,3,BP,positive regulation of DNA helicase activity
11787,7,Pathway,Cargo concentration in the ER
11788,3,BP,tRNA export from nucleus
11789,2,Gene,ANXA13
11790,2,Gene,C22orf39
11791,1,SideEffect,Eye redness
11792,8,CC,tricellular tight junction
11793,2,Gene,SNORD84
11794,8,CC,other organism cell
11795,3,BP,tRNA pseudouridine synthesis
11796,3,BP,histone H2A K63-linked ubiquitination
11797,7,Pathway,Cholesterol Biosynthesis
11798,3,BP,liver development
11799,5,MF,"phosphatidylinositol-3,5-bisphosphate binding"
11800,1,SideEffect,Serum ferritin decreased
11801,3,BP,positive regulation of muscle hypertrophy
11802,2,Gene,LINC02202
11803,1,SideEffect,Intermittent headache
11804,7,Pathway,GRB2 events in ERBB2 signaling
11805,3,BP,regulation of dipeptide transport
11806,3,BP,thrombopoietin-mediated signaling pathway
11807,3,BP,negative regulation of cardiac muscle hypertrophy
11808,5,MF,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
11809,5,MF,microfibril binding
11810,1,SideEffect,Chest pain
11811,1,SideEffect,Gastroenteritis yersinia
11812,1,SideEffect,Corneal pigmentation
11813,1,SideEffect,Collagen disorder
11814,2,Gene,MGAT4EP
11815,3,BP,positive regulation of retinal ganglion cell axon guidance
11816,1,SideEffect,Cogwheel rigidity
11817,2,Gene,LOC100506071
11818,2,Gene,TXNDC8
11819,2,Gene,CASTOR2
11820,1,SideEffect,Arcus senilis
11821,2,Gene,RARG
11822,7,Pathway,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes
